Aika,Pumppaamo,Nimi,"Lähtövirtaama
m3","Korjattu Lähtövirtaama
m3","P1 käyntiaika
min","P2 käyntiaika
min","P3 käyntiaika
min","P4 käyntiaika
min","P5 käyntiaika
min","Myyty vesimäärä
m3","Aluevirtaama
m3"
01/01/2015,JVP1020,Suutarila,4,615,18,18,0,,,269,-102
01/01/2015 01:00,JVP1020,Suutarila,4,615,16,18,0,,,269,-101
01/01/2015 02:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-102
01/01/2015 03:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-85
01/01/2015 04:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-61
01/01/2015 05:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-80
01/01/2015 06:00,JVP1020,Suutarila,2,615,12,13,0,,,269,-77
01/01/2015 07:00,JVP1020,Suutarila,2,615,14,10,0,,,269,-62
01/01/2015 08:00,JVP1020,Suutarila,4,615,12,10,0,,,269,-80
01/01/2015 09:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-93
01/01/2015 10:00,JVP1020,Suutarila,4,615,14,16,0,,,269,-110
01/01/2015 11:00,JVP1020,Suutarila,4,615,18,16,0,,,269,-129
01/01/2015 12:00,JVP1020,Suutarila,4,615,22,17,0,,,269,-143
01/01/2015 13:00,JVP1020,Suutarila,4,615,29,18,0,,,269,-156
01/01/2015 14:00,JVP1020,Suutarila,6,615,22,30,0,,,269,-153
01/01/2015 15:00,JVP1020,Suutarila,4,615,22,32,0,,,269,-141
01/01/2015 16:00,JVP1020,Suutarila,4,615,34,18,0,,,269,-130
01/01/2015 17:00,JVP1020,Suutarila,6,615,20,24,0,,,269,-159
01/01/2015 18:00,JVP1020,Suutarila,4,615,23,21,0,,,269,-151
01/01/2015 19:00,JVP1020,Suutarila,6,615,30,18,0,,,269,-152
01/01/2015 20:00,JVP1020,Suutarila,4,615,32,24,0,,,269,-176
01/01/2015 21:00,JVP1020,Suutarila,4,615,24,34,0,,,269,-165
01/01/2015 22:00,JVP1020,Suutarila,4,615,29,33,0,,,269,-123
01/01/2015 23:00,JVP1020,Suutarila,6,615,22,26,0,,,269,-96
02/01/2015,JVP1020,Suutarila,4,615,20,18,0,,,269,-98
02/01/2015 01:00,JVP1020,Suutarila,4,615,18,18,0,,,269,-72
02/01/2015 02:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-81
02/01/2015 03:00,JVP1020,Suutarila,4,615,14,16,0,,,269,-63
02/01/2015 04:00,JVP1020,Suutarila,2,615,14,15,0,,,269,-69
02/01/2015 05:00,JVP1020,Suutarila,2,615,12,13,0,,,269,-49
02/01/2015 06:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-47
02/01/2015 07:00,JVP1020,Suutarila,4,615,16,15,0,,,269,-62
02/01/2015 08:00,JVP1020,Suutarila,4,615,18,22,0,,,269,-71
02/01/2015 09:00,JVP1020,Suutarila,4,615,23,18,0,,,269,-89
02/01/2015 10:00,JVP1020,Suutarila,6,615,36,26,0,,,269,-137
02/01/2015 11:00,JVP1020,Suutarila,4,615,33,33,0,,,269,-231
02/01/2015 12:00,JVP1020,Suutarila,6,615,38,36,0,,,269,-221
02/01/2015 13:00,JVP1020,Suutarila,36,615,38,38,0,,,269,-207
02/01/2015 14:00,JVP1020,Suutarila,204,204,48,15,0,,,269,-63
02/01/2015 15:00,JVP1020,Suutarila,386,386,14,38,0,,,269,138
02/01/2015 16:00,JVP1020,Suutarila,92,92,16,48,0,,,269,-161
02/01/2015 17:00,JVP1020,Suutarila,228,228,36,38,0,,,269,-15
02/01/2015 18:00,JVP1020,Suutarila,138,138,38,38,0,,,269,-100
02/01/2015 19:00,JVP1020,Suutarila,164,164,36,38,0,,,269,-87
02/01/2015 20:00,JVP1020,Suutarila,204,204,21,47,0,,,269,-65
02/01/2015 21:00,JVP1020,Suutarila,302,302,28,36,0,,,269,48
02/01/2015 22:00,JVP1020,Suutarila,106,106,38,36,0,,,269,-137
02/01/2015 23:00,JVP1020,Suutarila,6,615,38,38,0,,,269,-199
03/01/2015,JVP1020,Suutarila,4,615,34,36,0,,,269,-181
03/01/2015 01:00,JVP1020,Suutarila,4,615,34,32,0,,,269,-175
03/01/2015 02:00,JVP1020,Suutarila,4,615,18,32,0,,,269,-156
03/01/2015 03:00,JVP1020,Suutarila,6,615,18,25,0,,,269,-135
03/01/2015 04:00,JVP1020,Suutarila,6,615,22,18,0,,,269,-130
03/01/2015 05:00,JVP1020,Suutarila,4,615,18,18,0,,,269,-130
03/01/2015 06:00,JVP1020,Suutarila,4,615,20,18,0,,,269,-134
03/01/2015 07:00,JVP1020,Suutarila,4,615,18,18,0,,,269,-139
03/01/2015 08:00,JVP1020,Suutarila,4,615,19,18,0,,,269,-146
03/01/2015 09:00,JVP1020,Suutarila,6,615,22,20,0,,,269,-180
03/01/2015 10:00,JVP1020,Suutarila,4,615,34,24,0,,,269,-216
03/01/2015 11:00,JVP1020,Suutarila,6,615,34,34,0,,,269,-222
03/01/2015 12:00,JVP1020,Suutarila,4,615,38,36,0,,,269,-220
03/01/2015 13:00,JVP1020,Suutarila,4,615,38,38,0,,,269,-253
03/01/2015 14:00,JVP1020,Suutarila,6,615,38,38,0,,,269,-225
03/01/2015 15:00,JVP1020,Suutarila,6,615,38,38,0,,,269,-207
03/01/2015 16:00,JVP1020,Suutarila,4,615,36,34,0,,,269,-198
03/01/2015 17:00,JVP1020,Suutarila,4,615,38,38,0,,,269,-213
03/01/2015 18:00,JVP1020,Suutarila,6,615,36,36,0,,,269,-227
03/01/2015 19:00,JVP1020,Suutarila,6,615,37,37,0,,,269,-217
03/01/2015 20:00,JVP1020,Suutarila,4,615,39,37,0,,,269,-232
03/01/2015 21:00,JVP1020,Suutarila,4,615,36,36,0,,,269,-221
03/01/2015 22:00,JVP1020,Suutarila,6,615,38,38,0,,,269,-207
03/01/2015 23:00,JVP1020,Suutarila,6,615,34,34,0,,,269,-172
04/01/2015,JVP1020,Suutarila,4,615,34,26,0,,,269,-151
04/01/2015 01:00,JVP1020,Suutarila,4,615,25,18,0,,,269,-142
04/01/2015 02:00,JVP1020,Suutarila,6,615,18,22,0,,,269,-127
04/01/2015 03:00,JVP1020,Suutarila,4,615,16,18,0,,,269,-125
04/01/2015 04:00,JVP1020,Suutarila,4,615,16,18,0,,,269,-122
04/01/2015 05:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-118
04/01/2015 06:00,JVP1020,Suutarila,2,615,14,16,0,,,269,-114
04/01/2015 07:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-114
04/01/2015 08:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-130
04/01/2015 09:00,JVP1020,Suutarila,4,615,18,18,0,,,269,-150
04/01/2015 10:00,JVP1020,Suutarila,4,615,22,18,0,,,269,-190
04/01/2015 11:00,JVP1020,Suutarila,6,615,20,38,0,,,269,-200
04/01/2015 12:00,JVP1020,Suutarila,4,615,32,34,0,,,269,-219
04/01/2015 13:00,JVP1020,Suutarila,4,615,35,36,0,,,269,-221
04/01/2015 14:00,JVP1020,Suutarila,4,615,36,36,0,,,269,-210
04/01/2015 15:00,JVP1020,Suutarila,4,615,34,34,0,,,269,-190
04/01/2015 16:00,JVP1020,Suutarila,6,615,34,34,0,,,269,-195
04/01/2015 17:00,JVP1020,Suutarila,4,615,32,32,0,,,269,-188
04/01/2015 18:00,JVP1020,Suutarila,4,615,32,32,0,,,269,-196
04/01/2015 19:00,JVP1020,Suutarila,4,615,30,30,0,,,269,-206
04/01/2015 20:00,JVP1020,Suutarila,4,615,36,34,0,,,269,-218
04/01/2015 21:00,JVP1020,Suutarila,4,615,34,34,0,,,269,-216
04/01/2015 22:00,JVP1020,Suutarila,4,615,36,36,0,,,269,-199
04/01/2015 23:00,JVP1020,Suutarila,4,615,30,30,0,,,269,-166
05/01/2015,JVP1020,Suutarila,6,615,26,20,0,,,269,-137
05/01/2015 01:00,JVP1020,Suutarila,4,615,16,20,0,,,269,-122
05/01/2015 02:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-118
05/01/2015 03:00,JVP1020,Suutarila,2,615,14,16,0,,,269,-103
05/01/2015 04:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-97
05/01/2015 05:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-110
05/01/2015 06:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-128
05/01/2015 07:00,JVP1020,Suutarila,2,615,16,16,0,,,269,-141
05/01/2015 08:00,JVP1020,Suutarila,4,615,18,18,0,,,269,-157
05/01/2015 09:00,JVP1020,Suutarila,4,615,20,20,0,,,269,-160
05/01/2015 10:00,JVP1020,Suutarila,4,615,17,26,0,,,269,-164
05/01/2015 11:00,JVP1020,Suutarila,6,615,38,20,0,,,269,-182
05/01/2015 12:00,JVP1020,Suutarila,6,615,20,28,0,,,269,-200
05/01/2015 13:00,JVP1020,Suutarila,4,615,24,26,0,,,269,-179
05/01/2015 14:00,JVP1020,Suutarila,8,615,26,24,0,,,269,-169
05/01/2015 15:00,JVP1020,Suutarila,4,615,24,22,0,,,269,-160
05/01/2015 16:00,JVP1020,Suutarila,6,615,20,28,0,,,269,-166
05/01/2015 17:00,JVP1020,Suutarila,6,615,23,20,0,,,269,-165
05/01/2015 18:00,JVP1020,Suutarila,4,615,20,24,0,,,269,-190
05/01/2015 19:00,JVP1020,Suutarila,8,615,22,27,0,,,269,-180
05/01/2015 20:00,JVP1020,Suutarila,4,615,22,24,0,,,269,-193
05/01/2015 21:00,JVP1020,Suutarila,6,615,24,26,0,,,269,-186
05/01/2015 22:00,JVP1020,Suutarila,6,615,26,22,0,,,269,-193
05/01/2015 23:00,JVP1020,Suutarila,6,615,22,26,0,,,269,-171
06/01/2015,JVP1020,Suutarila,6,615,23,19,0,,,269,-136
06/01/2015 01:00,JVP1020,Suutarila,4,615,20,18,0,,,269,-106
06/01/2015 02:00,JVP1020,Suutarila,4,615,14,16,0,,,269,-109
06/01/2015 03:00,JVP1020,Suutarila,4,615,16,14,0,,,269,-101
06/01/2015 04:00,JVP1020,Suutarila,4,615,12,14,0,,,269,-79
06/01/2015 05:00,JVP1020,Suutarila,2,615,14,12,0,,,269,-108
06/01/2015 06:00,JVP1020,Suutarila,2,615,12,12,0,,,269,-86
06/01/2015 07:00,JVP1020,Suutarila,4,615,12,14,0,,,269,-107
06/01/2015 08:00,JVP1020,Suutarila,4,615,12,14,0,,,269,-117
06/01/2015 09:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-129
06/01/2015 10:00,JVP1020,Suutarila,4,615,16,18,0,,,269,-171
06/01/2015 11:00,JVP1020,Suutarila,6,615,18,26,0,,,269,-195
06/01/2015 12:00,JVP1020,Suutarila,6,615,24,26,0,,,269,-192
06/01/2015 13:00,JVP1020,Suutarila,6,615,29,20,0,,,269,-208
06/01/2015 14:00,JVP1020,Suutarila,8,615,24,26,0,,,269,-196
06/01/2015 15:00,JVP1020,Suutarila,6,615,22,28,0,,,269,-177
06/01/2015 16:00,JVP1020,Suutarila,6,615,25,25,0,,,269,-175
06/01/2015 17:00,JVP1020,Suutarila,6,615,22,22,0,,,269,-172
06/01/2015 18:00,JVP1020,Suutarila,4,615,21,28,0,,,269,-203
06/01/2015 19:00,JVP1020,Suutarila,8,615,24,25,0,,,269,-206
06/01/2015 20:00,JVP1020,Suutarila,6,615,22,30,0,,,269,-222
06/01/2015 21:00,JVP1020,Suutarila,6,615,16,36,0,,,269,-226
06/01/2015 22:00,JVP1020,Suutarila,6,615,32,22,0,,,269,-194
06/01/2015 23:00,JVP1020,Suutarila,6,615,22,26,0,,,269,-145
07/01/2015,JVP1020,Suutarila,6,615,18,23,0,,,269,-120
07/01/2015 01:00,JVP1020,Suutarila,4,615,16,18,0,,,269,-93
07/01/2015 02:00,JVP1020,Suutarila,2,615,12,14,0,,,269,-102
07/01/2015 03:00,JVP1020,Suutarila,2,615,11,14,0,,,269,-83
07/01/2015 04:00,JVP1020,Suutarila,2,615,10,14,0,,,269,-98
07/01/2015 05:00,JVP1020,Suutarila,4,615,12,12,0,,,269,-86
07/01/2015 06:00,JVP1020,Suutarila,4,615,14,10,0,,,269,-131
07/01/2015 07:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-159
07/01/2015 08:00,JVP1020,Suutarila,48,615,24,20,0,,,269,-129
07/01/2015 09:00,JVP1020,Suutarila,4,615,31,24,0,,,269,-149
07/01/2015 10:00,JVP1020,Suutarila,8,615,0,60,0,,,269,-147
07/01/2015 11:00,JVP1020,Suutarila,16,615,2,56,0,,,269,-143
07/01/2015 12:00,JVP1020,Suutarila,48,615,28,18,0,,,269,-107
07/01/2015 13:00,JVP1020,Suutarila,20,615,17,32,0,,,269,-125
07/01/2015 14:00,JVP1020,Suutarila,16,615,28,22,0,,,269,-133
07/01/2015 15:00,JVP1020,Suutarila,12,615,26,24,0,,,269,-141
07/01/2015 16:00,JVP1020,Suutarila,10,615,18,30,0,,,269,-139
07/01/2015 17:00,JVP1020,Suutarila,10,615,28,22,0,,,269,-160
07/01/2015 18:00,JVP1020,Suutarila,6,615,22,26,0,,,269,-174
07/01/2015 19:00,JVP1020,Suutarila,6,615,28,26,0,,,269,-200
07/01/2015 20:00,JVP1020,Suutarila,4,615,26,31,0,,,269,-207
07/01/2015 21:00,JVP1020,Suutarila,6,615,6,59,0,,,269,-200
07/01/2015 22:00,JVP1020,Suutarila,4,615,36,48,0,,,269,-190
07/01/2015 23:00,JVP1020,Suutarila,2,615,10,46,0,,,269,-148
08/01/2015,JVP1020,Suutarila,4,615,22,26,0,,,269,-131
08/01/2015 01:00,JVP1020,Suutarila,4,615,22,16,0,,,269,-107
08/01/2015 02:00,JVP1020,Suutarila,0,615,14,18,0,,,269,-85
08/01/2015 03:00,JVP1020,Suutarila,4,615,16,14,0,,,269,-89
08/01/2015 04:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-91
08/01/2015 05:00,JVP1020,Suutarila,2,615,12,12,0,,,269,-84
08/01/2015 06:00,JVP1020,Suutarila,2,615,16,14,0,,,269,-127
08/01/2015 07:00,JVP1020,Suutarila,4,615,16,20,0,,,269,-162
08/01/2015 08:00,JVP1020,Suutarila,2,615,22,22,0,,,269,-163
08/01/2015 09:00,JVP1020,Suutarila,2,615,26,20,0,,,269,-148
08/01/2015 10:00,JVP1020,Suutarila,4,615,24,25,0,,,269,-150
08/01/2015 11:00,JVP1020,Suutarila,4,615,30,20,0,,,269,-149
08/01/2015 12:00,JVP1020,Suutarila,4,615,14,32,0,,,269,-153
08/01/2015 13:00,JVP1020,Suutarila,4,615,32,18,0,,,269,-144
08/01/2015 14:00,JVP1020,Suutarila,4,615,21,28,0,,,269,-147
08/01/2015 15:00,JVP1020,Suutarila,4,615,24,26,0,,,269,-150
08/01/2015 16:00,JVP1020,Suutarila,8,615,28,20,0,,,269,-152
08/01/2015 17:00,JVP1020,Suutarila,4,615,18,34,0,,,269,-164
08/01/2015 18:00,JVP1020,Suutarila,8,615,24,30,0,,,269,-172
08/01/2015 19:00,JVP1020,Suutarila,4,615,46,10,0,,,269,-204
08/01/2015 20:00,JVP1020,Suutarila,8,615,60,26,0,,,269,-239
08/01/2015 21:00,JVP1020,Suutarila,6,615,56,58,0,,,269,-222
08/01/2015 22:00,JVP1020,Suutarila,8,615,58,56,0,,,269,-197
08/01/2015 23:00,JVP1020,Suutarila,2,615,24,0,0,,,269,-174
09/01/2015,JVP1020,Suutarila,0,615,0,0,0,,,269,-136
09/01/2015 01:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-125
09/01/2015 02:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-117
09/01/2015 03:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-90
09/01/2015 04:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-106
09/01/2015 05:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-96
09/01/2015 06:00,JVP1020,Suutarila,0,615,0,0,0,,,269,-140
09/01/2015 07:00,JVP1020,Suutarila,10,615,26,26,0,,,269,-159
09/01/2015 08:00,JVP1020,Suutarila,20,615,58,58,0,,,269,-155
09/01/2015 09:00,JVP1020,Suutarila,24,615,58,58,0,,,269,-141
09/01/2015 10:00,JVP1020,Suutarila,28,615,58,10,0,,,269,-130
09/01/2015 11:00,JVP1020,Suutarila,24,615,48,16,0,,,269,-148
09/01/2015 12:00,JVP1020,Suutarila,4,615,26,22,0,,,269,-157
09/01/2015 13:00,JVP1020,Suutarila,6,615,26,28,0,,,269,-160
09/01/2015 14:00,JVP1020,Suutarila,6,615,24,20,0,,,269,-153
09/01/2015 15:00,JVP1020,Suutarila,4,615,18,27,0,,,269,-148
09/01/2015 16:00,JVP1020,Suutarila,8,615,26,16,0,,,269,-147
09/01/2015 17:00,JVP1020,Suutarila,4,615,18,26,0,,,269,-184
09/01/2015 18:00,JVP1020,Suutarila,6,615,26,20,0,,,269,-176
09/01/2015 19:00,JVP1020,Suutarila,6,615,22,23,0,,,269,-180
09/01/2015 20:00,JVP1020,Suutarila,6,615,28,26,0,,,269,-192
09/01/2015 21:00,JVP1020,Suutarila,6,615,20,28,0,,,269,-187
09/01/2015 22:00,JVP1020,Suutarila,6,615,22,26,0,,,269,-170
09/01/2015 23:00,JVP1020,Suutarila,6,615,24,20,0,,,269,-154
10/01/2015,JVP1020,Suutarila,4,615,20,20,0,,,269,-137
10/01/2015 01:00,JVP1020,Suutarila,6,615,16,20,0,,,269,-110
10/01/2015 02:00,JVP1020,Suutarila,4,615,16,14,0,,,269,-87
10/01/2015 03:00,JVP1020,Suutarila,2,615,12,14,0,,,269,-103
10/01/2015 04:00,JVP1020,Suutarila,4,615,8,14,0,,,269,-78
10/01/2015 05:00,JVP1020,Suutarila,4,615,10,12,0,,,269,-82
10/01/2015 06:00,JVP1020,Suutarila,2,615,12,8,0,,,269,-97
10/01/2015 07:00,JVP1020,Suutarila,2,615,12,10,0,,,269,-91
10/01/2015 08:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-119
10/01/2015 09:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-148
10/01/2015 10:00,JVP1020,Suutarila,4,615,18,20,0,,,269,-169
10/01/2015 11:00,JVP1020,Suutarila,6,615,19,24,0,,,269,-181
10/01/2015 12:00,JVP1020,Suutarila,6,615,24,24,0,,,269,-189
10/01/2015 13:00,JVP1020,Suutarila,8,615,26,22,0,,,269,-206
10/01/2015 14:00,JVP1020,Suutarila,4,615,24,24,0,,,269,-185
10/01/2015 15:00,JVP1020,Suutarila,8,615,24,26,0,,,269,-169
10/01/2015 16:00,JVP1020,Suutarila,4,615,21,24,0,,,269,-171
10/01/2015 17:00,JVP1020,Suutarila,6,615,28,20,0,,,269,-166
10/01/2015 18:00,JVP1020,Suutarila,4,615,22,24,0,,,269,-181
10/01/2015 19:00,JVP1020,Suutarila,6,615,22,24,0,,,269,-200
10/01/2015 20:00,JVP1020,Suutarila,6,615,27,22,0,,,269,-200
10/01/2015 21:00,JVP1020,Suutarila,8,615,24,24,0,,,269,-186
10/01/2015 22:00,JVP1020,Suutarila,4,615,22,26,0,,,269,-175
10/01/2015 23:00,JVP1020,Suutarila,6,615,23,21,0,,,269,-145
11/01/2015,JVP1020,Suutarila,6,615,18,20,0,,,269,-114
11/01/2015 01:00,JVP1020,Suutarila,4,615,18,16,0,,,269,-107
11/01/2015 02:00,JVP1020,Suutarila,4,615,14,16,0,,,269,-106
11/01/2015 03:00,JVP1020,Suutarila,2,615,12,14,0,,,269,-87
11/01/2015 04:00,JVP1020,Suutarila,2,615,8,12,0,,,269,-84
11/01/2015 05:00,JVP1020,Suutarila,4,615,12,12,0,,,269,-94
11/01/2015 06:00,JVP1020,Suutarila,2,615,12,8,0,,,269,-78
11/01/2015 07:00,JVP1020,Suutarila,2,615,9,14,0,,,269,-84
11/01/2015 08:00,JVP1020,Suutarila,4,615,12,12,0,,,269,-110
11/01/2015 09:00,JVP1020,Suutarila,4,615,14,14,0,,,269,-140
11/01/2015 10:00,JVP1020,Suutarila,4,615,15,18,0,,,269,-153
11/01/2015 11:00,JVP1020,Suutarila,4,615,22,18,0,,,269,-184
11/01/2015 12:00,JVP1020,Suutarila,8,615,20,24,0,,,269,-188
11/01/2015 13:00,JVP1020,Suutarila,4,615,24,24,0,,,269,-186
11/01/2015 14:00,JVP1020,Suutarila,8,615,26,23,0,,,269,-163
11/01/2015 15:00,JVP1020,Suutarila,4,615,26,22,0,,,269,-169
11/01/2015 16:00,JVP1020,Suutarila,8,615,18,26,0,,,269,-160
11/01/2015 17:00,JVP1020,Suutarila,4,615,26,19,0,,,269,-167
11/01/2015 18:00,JVP1020,Suutarila,6,615,20,24,0,,,269,-173
11/01/2015 19:00,JVP1020,Suutarila,6,615,20,24,0,,,269,-188
11/01/2015 20:00,JVP1020,Suutarila,8,615,30,22,0,,,269,-214
11/01/2015 21:00,JVP1020,Suutarila,4,615,22,28,0,,,269,-220
11/01/2015 22:00,JVP1020,Suutarila,8,615,24,27,0,,,269,-153
11/01/2015 23:00,JVP1020,Suutarila,4,615,24,22,0,,,269,-142
12/01/2015,JVP1020,Suutarila,6,615,16,20,0,,,269,-109
12/01/2015 01:00,JVP1020,Suutarila,4,615,16,16,0,,,269,-90
12/01/2015 02:00,JVP1020,Suutarila,2,615,12,15,0,,,269,-77
12/01/2015 03:00,JVP1020,Suutarila,4,615,12,12,0,,,269,-78
12/01/2015 04:00,JVP1020,Suutarila,2,615,12,8,0,,,269,-86
12/01/2015 05:00,JVP1020,Suutarila,4,615,8,12,0,,,269,-87
12/01/2015 06:00,JVP1020,Suutarila,2,615,12,12,0,,,269,-108
12/01/2015 07:00,JVP1020,Suutarila,6,615,14,16,0,,,269,-156
12/01/2015 08:00,JVP1020,Suutarila,4,615,19,18,0,,,269,-157
12/01/2015 09:00,JVP1020,Suutarila,3236,615,22,21,0,,,269,3083
12/01/2015 10:00,JVP1020,Suutarila,6,615,16,24,0,,,269,-138
12/01/2015 11:00,JVP1020,Suutarila,4,615,20,22,0,,,269,-147
12/01/2015 12:00,JVP1020,Suutarila,6,615,22,18,0,,,269,-138
12/01/2015 13:00,JVP1020,Suutarila,6,615,20,22,0,,,269,-133
12/01/2015 14:00,JVP1020,Suutarila,4,615,16,22,0,,,269,-123
12/01/2015 15:00,JVP1020,Suutarila,4,615,18,22,0,,,269,-142
12/01/2015 16:00,JVP1020,Suutarila,6,615,20,20,0,,,269,-124
12/01/2015 17:00,JVP1020,Suutarila,6,615,20,18,0,,,269,-143
12/01/2015 18:00,JVP1020,Suutarila,4,615,22,18,0,,,269,-166
12/01/2015 19:00,JVP1020,Suutarila,6,615,16,26,0,,,269,-176
12/01/2015 20:00,JVP1020,Suutarila,6,615,26,22,0,,,269,-179
12/01/2015 21:00,JVP1020,Suutarila,6,615,18,32,0,,,269,-163
12/01/2015 22:00,JVP1020,Suutarila,6,615,28,22,0,,,269,-165
12/01/2015 23:00,JVP1020,Suutarila,4,615,19,24,0,,,269,-142
13/01/2015,JVP1020,Suutarila,4,615,20,22,0,,,269,-98
13/01/2015 01:00,JVP1020,Suutarila,4,615,15,14,0,,,269,-88
13/01/2015 02:00,JVP1020,Suutarila,2,615,14,14,0,,,269,-92
13/01/2015 03:00,JVP1020,Suutarila,4,615,12,8,0,,,269,-72
13/01/2015 04:00,JVP1020,Suutarila,2,615,6,12,0,,,269,-73
13/01/2015 05:00,JVP1020,Suutarila,2,615,12,8,0,,,269,-78
13/01/2015 06:00,JVP1020,Suutarila,2,615,8,12,0,,,269,-96
13/01/2015 07:00,JVP1020,Suutarila,2,615,12,14,0,,,269,-158
13/01/2015 08:00,JVP1020,Suutarila,0,615,16,20,0,,,269,-135
13/01/2015 09:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-149
13/01/2015 10:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-154
13/01/2015 11:00,JVP1020,Suutarila,0,615,20,16,0,,,269,-121
13/01/2015 12:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-137
13/01/2015 13:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-128
13/01/2015 14:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-139
13/01/2015 15:00,JVP1020,Suutarila,0,615,17,20,0,,,269,-134
13/01/2015 16:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-129
13/01/2015 17:00,JVP1020,Suutarila,0,615,19,20,0,,,269,-148
13/01/2015 18:00,JVP1020,Suutarila,0,615,22,16,0,,,269,-166
13/01/2015 19:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-171
13/01/2015 20:00,JVP1020,Suutarila,0,615,26,22,0,,,269,-199
13/01/2015 21:00,JVP1020,Suutarila,0,615,17,32,0,,,269,-214
13/01/2015 22:00,JVP1020,Suutarila,0,615,22,28,0,,,269,-182
13/01/2015 23:00,JVP1020,Suutarila,0,615,26,20,0,,,269,-155
14/01/2015,JVP1020,Suutarila,0,615,14,20,0,,,269,-122
14/01/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-87
14/01/2015 02:00,JVP1020,Suutarila,0,615,10,13,0,,,269,-82
14/01/2015 03:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-78
14/01/2015 04:00,JVP1020,Suutarila,0,615,8,8,0,,,269,-77
14/01/2015 05:00,JVP1020,Suutarila,0,615,10,8,0,,,269,-95
14/01/2015 06:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-112
14/01/2015 07:00,JVP1020,Suutarila,0,615,12,15,0,,,269,-166
14/01/2015 08:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-180
14/01/2015 09:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-162
14/01/2015 10:00,JVP1020,Suutarila,0,615,22,16,0,,,269,-151
14/01/2015 11:00,JVP1020,Suutarila,0,615,22,19,0,,,269,-155
14/01/2015 12:00,JVP1020,Suutarila,0,615,18,21,0,,,269,-156
14/01/2015 13:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-126
14/01/2015 14:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-142
14/01/2015 15:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-143
14/01/2015 16:00,JVP1020,Suutarila,0,615,18,18,0,,,269,-156
14/01/2015 17:00,JVP1020,Suutarila,0,615,20,18,0,,,269,-145
14/01/2015 18:00,JVP1020,Suutarila,0,615,23,18,0,,,269,-170
14/01/2015 19:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-196
14/01/2015 20:00,JVP1020,Suutarila,0,615,24,26,0,,,269,-224
14/01/2015 21:00,JVP1020,Suutarila,0,615,28,24,0,,,269,-207
14/01/2015 22:00,JVP1020,Suutarila,0,615,22,30,0,,,269,-190
14/01/2015 23:00,JVP1020,Suutarila,0,615,24,24,0,,,269,-151
15/01/2015,JVP1020,Suutarila,0,615,18,22,0,,,269,-122
15/01/2015 01:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-101
15/01/2015 02:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-85
15/01/2015 03:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-93
15/01/2015 04:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-80
15/01/2015 05:00,JVP1020,Suutarila,0,615,6,10,0,,,269,-80
15/01/2015 06:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-129
15/01/2015 07:00,JVP1020,Suutarila,0,615,14,15,0,,,269,-154
15/01/2015 08:00,JVP1020,Suutarila,0,615,18,18,0,,,269,-156
15/01/2015 09:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-149
15/01/2015 10:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-141
15/01/2015 11:00,JVP1020,Suutarila,0,615,20,21,0,,,269,-145
