Aika,Pumppaamo,Nimi,"Lähtövirtaama
m3","Korjattu Lähtövirtaama
m3","P1 käyntiaika
min","P2 käyntiaika
min","P3 käyntiaika
min","P4 käyntiaika
min","P5 käyntiaika
min","Myyty vesimäärä
m3","Aluevirtaama
m3"
03/02/2015 01:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-73
03/02/2015 02:00,JVP1020,Suutarila,0,615,14,12,0,,,269,-92
03/02/2015 03:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-101
03/02/2015 04:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-78
03/02/2015 05:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-77
03/02/2015 06:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-121
03/02/2015 07:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-167
03/02/2015 08:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-162
03/02/2015 09:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-152
03/02/2015 10:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-150
03/02/2015 11:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-146
03/02/2015 12:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-155
03/02/2015 13:00,JVP1020,Suutarila,0,615,21,24,0,,,269,-144
03/02/2015 14:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-132
03/02/2015 15:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-141
03/02/2015 16:00,JVP1020,Suutarila,0,615,22,21,0,,,269,-150
03/02/2015 17:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-155
03/02/2015 18:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-167
03/02/2015 19:00,JVP1020,Suutarila,0,615,21,28,0,,,269,-185
03/02/2015 20:00,JVP1020,Suutarila,0,615,26,23,0,,,269,-209
03/02/2015 21:00,JVP1020,Suutarila,0,615,24,32,0,,,269,-226
03/02/2015 22:00,JVP1020,Suutarila,0,615,26,26,0,,,269,-187
03/02/2015 23:00,JVP1020,Suutarila,0,615,26,22,0,,,269,-144
04/02/2015,JVP1020,Suutarila,0,615,16,22,0,,,269,-114
04/02/2015 01:00,JVP1020,Suutarila,0,615,15,16,0,,,269,-108
04/02/2015 02:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-81
04/02/2015 03:00,JVP1020,Suutarila,0,615,13,10,0,,,269,-76
04/02/2015 04:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-91
04/02/2015 05:00,JVP1020,Suutarila,0,615,10,8,0,,,269,-86
04/02/2015 06:00,JVP1020,Suutarila,0,615,12,12,0,,,269,-112
04/02/2015 07:00,JVP1020,Suutarila,0,615,12,14,0,,,269,-164
04/02/2015 08:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-164
04/02/2015 09:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-154
04/02/2015 10:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-136
04/02/2015 11:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-150
04/02/2015 12:00,JVP1020,Suutarila,0,615,24,18,0,,,269,-145
04/02/2015 13:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-147
04/02/2015 14:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-140
04/02/2015 15:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-128
04/02/2015 16:00,JVP1020,Suutarila,0,615,20,18,0,,,269,-139
04/02/2015 17:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-151
04/02/2015 18:00,JVP1020,Suutarila,0,615,16,25,0,,,269,-166
04/02/2015 19:00,JVP1020,Suutarila,0,615,26,18,0,,,269,-191
04/02/2015 20:00,JVP1020,Suutarila,0,615,28,26,0,,,269,-207
04/02/2015 21:00,JVP1020,Suutarila,0,615,22,29,0,,,269,-214
04/02/2015 22:00,JVP1020,Suutarila,0,615,26,26,0,,,269,-184
04/02/2015 23:00,JVP1020,Suutarila,0,615,28,22,0,,,269,-144
05/02/2015,JVP1020,Suutarila,0,615,16,22,0,,,269,-108
05/02/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-99
05/02/2015 02:00,JVP1020,Suutarila,0,615,14,12,0,,,269,-76
05/02/2015 03:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-80
05/02/2015 04:00,JVP1020,Suutarila,0,615,8,14,0,,,269,-92
05/02/2015 05:00,JVP1020,Suutarila,0,615,12,6,0,,,269,-80
05/02/2015 06:00,JVP1020,Suutarila,0,615,8,14,0,,,269,-125
05/02/2015 07:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-154
05/02/2015 08:00,JVP1020,Suutarila,0,615,19,18,0,,,269,-172
05/02/2015 09:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-152
05/02/2015 10:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-143
05/02/2015 11:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-138
05/02/2015 12:00,JVP1020,Suutarila,0,615,23,17,0,,,269,-160
05/02/2015 13:00,JVP1020,Suutarila,0,615,21,24,0,,,269,-144
05/02/2015 14:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-126
05/02/2015 15:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-122
05/02/2015 16:00,JVP1020,Suutarila,0,615,19,18,0,,,269,-148
05/02/2015 17:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-158
05/02/2015 18:00,JVP1020,Suutarila,0,615,19,24,0,,,269,-164
05/02/2015 19:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-174
05/02/2015 20:00,JVP1020,Suutarila,0,615,24,28,0,,,269,-201
05/02/2015 21:00,JVP1020,Suutarila,0,615,29,20,0,,,269,-222
05/02/2015 22:00,JVP1020,Suutarila,0,615,21,30,0,,,269,-188
05/02/2015 23:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-137
06/02/2015,JVP1020,Suutarila,0,615,18,22,0,,,269,-109
06/02/2015 01:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-92
06/02/2015 02:00,JVP1020,Suutarila,0,615,8,13,0,,,269,-91
06/02/2015 03:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-77
06/02/2015 04:00,JVP1020,Suutarila,0,615,8,10,0,,,269,-76
06/02/2015 05:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-82
06/02/2015 06:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-123
06/02/2015 07:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-160
06/02/2015 08:00,JVP1020,Suutarila,0,615,18,20,0,,,269,-157
06/02/2015 09:00,JVP1020,Suutarila,0,615,21,16,0,,,269,-146
06/02/2015 10:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-136
06/02/2015 11:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-156
06/02/2015 12:00,JVP1020,Suutarila,0,615,24,18,0,,,269,-154
06/02/2015 13:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-151
06/02/2015 14:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-145
06/02/2015 15:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-149
06/02/2015 16:00,JVP1020,Suutarila,0,615,21,21,0,,,269,-146
06/02/2015 17:00,JVP1020,Suutarila,0,615,16,24,0,,,269,-157
06/02/2015 18:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-161
06/02/2015 19:00,JVP1020,Suutarila,0,615,18,26,0,,,269,-179
06/02/2015 20:00,JVP1020,Suutarila,0,615,26,22,0,,,269,-191
06/02/2015 21:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-184
06/02/2015 22:00,JVP1020,Suutarila,0,615,20,28,0,,,269,-166
06/02/2015 23:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-145
07/02/2015,JVP1020,Suutarila,0,615,16,20,0,,,269,-107
07/02/2015 01:00,JVP1020,Suutarila,0,615,15,18,0,,,269,-111
07/02/2015 02:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-83
07/02/2015 03:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-75
07/02/2015 04:00,JVP1020,Suutarila,0,615,10,10,0,,,269,-83
07/02/2015 05:00,JVP1020,Suutarila,0,615,10,8,0,,,269,-84
07/02/2015 06:00,JVP1020,Suutarila,0,615,6,12,0,,,269,-91
07/02/2015 07:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-89
07/02/2015 08:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-130
07/02/2015 09:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-158
07/02/2015 10:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-177
07/02/2015 11:00,JVP1020,Suutarila,0,615,26,18,0,,,269,-185
07/02/2015 12:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-188
07/02/2015 13:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-182
07/02/2015 14:00,JVP1020,Suutarila,0,615,20,29,0,,,269,-172
07/02/2015 15:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-166
07/02/2015 16:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-164
07/02/2015 17:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-170
07/02/2015 18:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-167
07/02/2015 19:00,JVP1020,Suutarila,0,615,21,26,0,,,269,-188
07/02/2015 20:00,JVP1020,Suutarila,0,615,24,24,0,,,269,-188
07/02/2015 21:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-187
07/02/2015 22:00,JVP1020,Suutarila,0,615,20,26,0,,,269,-162
07/02/2015 23:00,JVP1020,Suutarila,0,615,20,18,0,,,269,-128
08/02/2015,JVP1020,Suutarila,0,615,18,20,0,,,269,-123
08/02/2015 01:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-93
08/02/2015 02:00,JVP1020,Suutarila,0,615,12,16,0,,,269,-97
08/02/2015 03:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-82
08/02/2015 04:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-73
08/02/2015 05:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-74
08/02/2015 06:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-82
08/02/2015 07:00,JVP1020,Suutarila,0,615,8,10,0,,,269,-97
08/02/2015 08:00,JVP1020,Suutarila,0,615,10,10,0,,,269,-91
08/02/2015 09:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-148
08/02/2015 10:00,JVP1020,Suutarila,0,615,16,18,0,,,269,-173
08/02/2015 11:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-183
08/02/2015 12:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-185
08/02/2015 13:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-179
08/02/2015 14:00,JVP1020,Suutarila,0,615,22,25,0,,,269,-180
08/02/2015 15:00,JVP1020,Suutarila,0,615,26,18,0,,,269,-167
08/02/2015 16:00,JVP1020,Suutarila,0,615,16,28,0,,,269,-157
08/02/2015 17:00,JVP1020,Suutarila,0,615,26,18,0,,,269,-168
08/02/2015 18:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-176
08/02/2015 19:00,JVP1020,Suutarila,0,615,28,20,0,,,269,-187
08/02/2015 20:00,JVP1020,Suutarila,0,615,20,30,0,,,269,-213
08/02/2015 21:00,JVP1020,Suutarila,0,615,20,32,0,,,269,-208
08/02/2015 22:00,JVP1020,Suutarila,0,615,24,24,0,,,269,-182
08/02/2015 23:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-128
09/02/2015,JVP1020,Suutarila,0,615,16,20,0,,,269,-113
09/02/2015 01:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-86
09/02/2015 02:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-80
09/02/2015 03:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-77
09/02/2015 04:00,JVP1020,Suutarila,0,615,6,12,0,,,269,-80
09/02/2015 05:00,JVP1020,Suutarila,0,615,8,8,0,,,269,-93
09/02/2015 06:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-98
09/02/2015 07:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-161
09/02/2015 08:00,JVP1020,Suutarila,0,615,18,18,0,,,269,-157
09/02/2015 09:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-152
09/02/2015 10:00,JVP1020,Suutarila,0,615,19,24,0,,,269,-147
09/02/2015 11:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-139
09/02/2015 12:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-146
09/02/2015 13:00,JVP1020,Suutarila,0,615,14,22,0,,,269,-139
09/02/2015 14:00,JVP1020,Suutarila,0,615,22,23,0,,,269,-136
09/02/2015 15:00,JVP1020,Suutarila,0,615,20,18,0,,,269,-135
09/02/2015 16:00,JVP1020,Suutarila,0,615,17,16,0,,,269,-131
09/02/2015 17:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-147
09/02/2015 18:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-169
09/02/2015 19:00,JVP1020,Suutarila,0,615,18,26,0,,,269,-171
09/02/2015 20:00,JVP1020,Suutarila,0,615,21,24,0,,,269,-193
09/02/2015 21:00,JVP1020,Suutarila,0,615,24,28,0,,,269,-204
09/02/2015 22:00,JVP1020,Suutarila,0,615,24,24,0,,,269,-186
09/02/2015 23:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-127
10/02/2015,JVP1020,Suutarila,0,615,16,20,0,,,269,-115
10/02/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-81
10/02/2015 02:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-85
10/02/2015 03:00,JVP1020,Suutarila,0,615,10,10,0,,,269,-86
10/02/2015 04:00,JVP1020,Suutarila,0,615,10,8,0,,,269,-73
10/02/2015 05:00,JVP1020,Suutarila,0,615,7,10,0,,,269,-77
10/02/2015 06:00,JVP1020,Suutarila,0,615,8,10,0,,,269,-108
10/02/2015 07:00,JVP1020,Suutarila,0,615,12,14,0,,,269,-158
10/02/2015 08:00,JVP1020,Suutarila,0,615,35,0,0,,,269,-155
10/02/2015 09:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-148
10/02/2015 10:00,JVP1020,Suutarila,0,615,18,24,0,,,269,-147
10/02/2015 11:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-130
10/02/2015 12:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-152
10/02/2015 13:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-146
10/02/2015 14:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-152
10/02/2015 15:00,JVP1020,Suutarila,0,615,22,19,0,,,269,-140
10/02/2015 16:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-139
10/02/2015 17:00,JVP1020,Suutarila,0,615,16,24,0,,,269,-159
10/02/2015 18:00,JVP1020,Suutarila,0,615,24,18,0,,,269,-165
10/02/2015 19:00,JVP1020,Suutarila,0,615,18,30,0,,,269,-197
10/02/2015 20:00,JVP1020,Suutarila,0,615,26,24,0,,,269,-231
10/02/2015 21:00,JVP1020,Suutarila,0,615,20,34,0,,,269,-209
10/02/2015 22:00,JVP1020,Suutarila,0,615,30,20,0,,,269,-193
10/02/2015 23:00,JVP1020,Suutarila,0,615,20,28,0,,,269,-147
11/02/2015,JVP1020,Suutarila,0,615,20,20,0,,,269,-103
11/02/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-106
11/02/2015 02:00,JVP1020,Suutarila,0,615,12,14,0,,,269,-79
11/02/2015 03:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-72
11/02/2015 04:00,JVP1020,Suutarila,0,615,8,8,0,,,269,-77
11/02/2015 05:00,JVP1020,Suutarila,0,615,10,8,0,,,269,-98
11/02/2015 06:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-105
11/02/2015 07:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-162
11/02/2015 08:00,JVP1020,Suutarila,0,615,19,18,0,,,269,-165
11/02/2015 09:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-161
11/02/2015 10:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-156
11/02/2015 11:00,JVP1020,Suutarila,0,615,23,20,0,,,269,-149
11/02/2015 12:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-155
11/02/2015 13:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-144
11/02/2015 14:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-134
11/02/2015 15:00,JVP1020,Suutarila,0,615,20,20,0,,,269,-152
11/02/2015 16:00,JVP1020,Suutarila,0,615,18,23,0,,,269,-156
11/02/2015 17:00,JVP1020,Suutarila,0,615,18,25,0,,,269,-167
11/02/2015 18:00,JVP1020,Suutarila,0,615,24,16,0,,,269,-161
11/02/2015 19:00,JVP1020,Suutarila,0,615,18,30,0,,,269,-193
11/02/2015 20:00,JVP1020,Suutarila,0,615,24,24,0,,,269,-211
11/02/2015 21:00,JVP1020,Suutarila,0,615,18,34,0,,,269,-210
11/02/2015 22:00,JVP1020,Suutarila,0,615,28,24,0,,,269,-196
11/02/2015 23:00,JVP1020,Suutarila,0,615,20,28,0,,,269,-139
12/02/2015,JVP1020,Suutarila,0,615,20,20,0,,,269,-125
12/02/2015 01:00,JVP1020,Suutarila,0,615,16,18,0,,,269,-89
12/02/2015 02:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-83
12/02/2015 03:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-85
12/02/2015 04:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-87
12/02/2015 05:00,JVP1020,Suutarila,0,615,8,11,0,,,269,-82
12/02/2015 06:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-115
12/02/2015 07:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-159
12/02/2015 08:00,JVP1020,Suutarila,0,615,16,21,0,,,269,-176
12/02/2015 09:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-156
12/02/2015 10:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-155
12/02/2015 11:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-160
12/02/2015 12:00,JVP1020,Suutarila,0,615,22,23,0,,,269,-159
12/02/2015 13:00,JVP1020,Suutarila,0,615,17,25,0,,,269,-155
12/02/2015 14:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-137
12/02/2015 15:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-141
12/02/2015 16:00,JVP1020,Suutarila,0,615,20,21,0,,,269,-163
12/02/2015 17:00,JVP1020,Suutarila,0,615,22,22,0,,,269,-171
12/02/2015 18:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-167
12/02/2015 19:00,JVP1020,Suutarila,0,615,18,28,0,,,269,-183
12/02/2015 20:00,JVP1020,Suutarila,0,615,27,22,0,,,269,-208
12/02/2015 21:00,JVP1020,Suutarila,0,615,19,38,0,,,269,-228
12/02/2015 22:00,JVP1020,Suutarila,0,615,24,28,0,,,269,-201
12/02/2015 23:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-138
13/02/2015,JVP1020,Suutarila,0,615,18,24,0,,,269,-116
13/02/2015 01:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-102
13/02/2015 02:00,JVP1020,Suutarila,0,615,15,12,0,,,269,-94
13/02/2015 03:00,JVP1020,Suutarila,0,615,12,12,0,,,269,-71
13/02/2015 04:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-81
13/02/2015 05:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-86
13/02/2015 06:00,JVP1020,Suutarila,0,615,8,14,0,,,269,-124
13/02/2015 07:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-162
13/02/2015 08:00,JVP1020,Suutarila,0,615,18,22,0,,,269,-174
13/02/2015 09:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-165
13/02/2015 10:00,JVP1020,Suutarila,0,615,18,26,0,,,269,-154
13/02/2015 11:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-156
13/02/2015 12:00,JVP1020,Suutarila,0,615,16,28,0,,,269,-153
13/02/2015 13:00,JVP1020,Suutarila,0,615,26,18,0,,,269,-152
13/02/2015 14:00,JVP1020,Suutarila,0,615,16,27,0,,,269,-152
13/02/2015 15:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-158
13/02/2015 16:00,JVP1020,Suutarila,0,615,16,26,0,,,269,-162
13/02/2015 17:00,JVP1020,Suutarila,0,615,26,20,0,,,269,-167
13/02/2015 18:00,JVP1020,Suutarila,0,615,18,27,0,,,269,-170
13/02/2015 19:00,JVP1020,Suutarila,0,615,20,25,0,,,269,-177
13/02/2015 20:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-185
13/02/2015 21:00,JVP1020,Suutarila,0,615,24,26,0,,,269,-187
13/02/2015 22:00,JVP1020,Suutarila,0,615,23,24,0,,,269,-178
13/02/2015 23:00,JVP1020,Suutarila,0,615,28,20,0,,,269,-150
14/02/2015,JVP1020,Suutarila,0,615,16,22,0,,,269,-133
14/02/2015 01:00,JVP1020,Suutarila,0,615,16,18,0,,,269,-115
14/02/2015 02:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-85
14/02/2015 03:00,JVP1020,Suutarila,0,615,12,13,0,,,269,-84
14/02/2015 04:00,JVP1020,Suutarila,0,615,14,12,0,,,269,-97
14/02/2015 05:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-89
14/02/2015 06:00,JVP1020,Suutarila,0,615,8,14,0,,,269,-83
14/02/2015 07:00,JVP1020,Suutarila,0,615,12,12,0,,,269,-112
14/02/2015 08:00,JVP1020,Suutarila,0,615,14,11,0,,,269,-114
14/02/2015 09:00,JVP1020,Suutarila,0,615,16,18,0,,,269,-162
14/02/2015 10:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-202
14/02/2015 11:00,JVP1020,Suutarila,0,615,22,24,0,,,269,-204
14/02/2015 12:00,JVP1020,Suutarila,0,615,20,34,0,,,269,-205
14/02/2015 13:00,JVP1020,Suutarila,0,615,28,21,0,,,269,-192
14/02/2015 14:00,JVP1020,Suutarila,0,615,22,31,0,,,269,-183
14/02/2015 15:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-179
14/02/2015 16:00,JVP1020,Suutarila,0,615,26,23,0,,,269,-170
14/02/2015 17:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-176
14/02/2015 18:00,JVP1020,Suutarila,0,615,20,30,0,,,269,-176
14/02/2015 19:00,JVP1020,Suutarila,0,615,20,26,0,,,269,-190
14/02/2015 20:00,JVP1020,Suutarila,0,615,26,25,0,,,269,-209
14/02/2015 21:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-174
14/02/2015 22:00,JVP1020,Suutarila,0,615,26,22,0,,,269,-167
14/02/2015 23:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-135
15/02/2015,JVP1020,Suutarila,0,615,18,18,0,,,269,-119
15/02/2015 01:00,JVP1020,Suutarila,0,615,18,18,0,,,269,-120
15/02/2015 02:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-85
15/02/2015 03:00,JVP1020,Suutarila,0,615,13,14,0,,,269,-96
15/02/2015 04:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-91
15/02/2015 05:00,JVP1020,Suutarila,0,615,10,12,0,,,269,-74
15/02/2015 06:00,JVP1020,Suutarila,0,615,14,10,0,,,269,-94
15/02/2015 07:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-93
15/02/2015 08:00,JVP1020,Suutarila,0,615,12,14,0,,,269,-111
15/02/2015 09:00,JVP1020,Suutarila,0,615,14,14,0,,,269,-142
15/02/2015 10:00,JVP1020,Suutarila,0,615,18,18,0,,,269,-192
15/02/2015 11:00,JVP1020,Suutarila,0,615,20,26,0,,,269,-196
15/02/2015 12:00,JVP1020,Suutarila,0,615,20,28,0,,,269,-198
15/02/2015 13:00,JVP1020,Suutarila,0,615,26,27,0,,,269,-185
15/02/2015 14:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-170
15/02/2015 15:00,JVP1020,Suutarila,0,615,23,22,0,,,269,-160
15/02/2015 16:00,JVP1020,Suutarila,0,615,24,20,0,,,269,-164
15/02/2015 17:00,JVP1020,Suutarila,0,615,18,26,0,,,269,-158
15/02/2015 18:00,JVP1020,Suutarila,0,615,25,19,0,,,269,-177
15/02/2015 19:00,JVP1020,Suutarila,0,615,19,30,0,,,269,-186
15/02/2015 20:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-191
15/02/2015 21:00,JVP1020,Suutarila,0,615,26,24,0,,,269,-202
15/02/2015 22:00,JVP1020,Suutarila,0,615,20,27,0,,,269,-158
15/02/2015 23:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-132
16/02/2015,JVP1020,Suutarila,0,615,16,20,0,,,269,-127
16/02/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-81
16/02/2015 02:00,JVP1020,Suutarila,0,615,10,14,0,,,269,-96
16/02/2015 03:00,JVP1020,Suutarila,0,615,14,12,0,,,269,-80
16/02/2015 04:00,JVP1020,Suutarila,0,615,10,10,0,,,269,-76
16/02/2015 05:00,JVP1020,Suutarila,0,615,8,10,0,,,269,-82
16/02/2015 06:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-119
16/02/2015 07:00,JVP1020,Suutarila,0,615,12,14,0,,,269,-133
16/02/2015 08:00,JVP1020,Suutarila,0,615,16,18,0,,,269,-142
16/02/2015 09:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-154
16/02/2015 10:00,JVP1020,Suutarila,0,615,22,20,0,,,269,-154
16/02/2015 11:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-159
16/02/2015 12:00,JVP1020,Suutarila,0,615,23,24,0,,,269,-160
16/02/2015 13:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-154
16/02/2015 14:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-150
16/02/2015 15:00,JVP1020,Suutarila,0,615,22,18,0,,,269,-140
16/02/2015 16:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-151
16/02/2015 17:00,JVP1020,Suutarila,0,615,16,22,0,,,269,-152
16/02/2015 18:00,JVP1020,Suutarila,0,615,20,22,0,,,269,-155
16/02/2015 19:00,JVP1020,Suutarila,0,615,24,21,0,,,269,-173
16/02/2015 20:00,JVP1020,Suutarila,0,615,22,24,0,,,269,-193
16/02/2015 21:00,JVP1020,Suutarila,0,615,22,26,0,,,269,-189
16/02/2015 22:00,JVP1020,Suutarila,0,615,20,26,0,,,269,-164
16/02/2015 23:00,JVP1020,Suutarila,0,615,24,22,0,,,269,-134
17/02/2015,JVP1020,Suutarila,0,615,16,20,0,,,269,-99
17/02/2015 01:00,JVP1020,Suutarila,0,615,14,16,0,,,269,-97
17/02/2015 02:00,JVP1020,Suutarila,0,615,12,12,0,,,269,-87
17/02/2015 03:00,JVP1020,Suutarila,0,615,12,10,0,,,269,-74
17/02/2015 04:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-77
17/02/2015 05:00,JVP1020,Suutarila,0,615,12,8,0,,,269,-77
17/02/2015 06:00,JVP1020,Suutarila,0,615,8,12,0,,,269,-99
17/02/2015 07:00,JVP1020,Suutarila,0,615,12,12,0,,,269,-132
17/02/2015 08:00,JVP1020,Suutarila,0,615,16,16,0,,,269,-151
17/02/2015 09:00,JVP1020,Suutarila,0,615,20,18,0,,,269,-151
17/02/2015 10:00,JVP1020,Suutarila,0,615,20,24,0,,,269,-155
17/02/2015 11:00,JVP1020,Suutarila,0,615,18,25,0,,,269,-163
17/02/2015 12:00,JVP1020,Suutarila,0,615,24,18,0,,,269,-155
